date,month,year,category,supersector,employment
4/30/2009,Apr,2009,Service-Providing,Wholesale Trade,67
5/31/2009,May,2009,Goods-Producing,Manufacturing,203
5/31/2009,May,2009,Goods-Producing,Mining and Logging,2.3
5/31/2009,May,2009,Goods-Producing,Construction,65.3
5/31/2009,May,2009,Government,State Government,67.3
5/31/2009,May,2009,Government,Federal Government,19.2
5/31/2009,May,2009,Government,Local Government,169.4
5/31/2009,May,2009,Service-Providing,Wholesale Trade,66.9
5/31/2009,May,2009,Service-Providing,Education and Health Services,211.2
5/31/2009,May,2009,Service-Providing,Retail Trade,175.5
5/31/2009,May,2009,Service-Providing,Professional and Business Services,117
5/31/2009,May,2009,Service-Providing,Other Services,57.6
5/31/2009,May,2009,Service-Providing,Leisure and Hospitality,132.9
5/31/2009,May,2009,Service-Providing,Information,30.6
5/31/2009,May,2009,Service-Providing,Transportation and Utilities,60.6
5/31/2009,May,2009,Service-Providing,Financial Activities,102.1
6/30/2009,Jun,2009,Goods-Producing,Manufacturing,201.1
6/30/2009,Jun,2009,Goods-Producing,Mining and Logging,2.2
6/30/2009,Jun,2009,Goods-Producing,Construction,64.5
6/30/2009,Jun,2009,Government,State Government,67.1
6/30/2009,Jun,2009,Government,Federal Government,18.3
6/30/2009,Jun,2009,Government,Local Government,169
6/30/2009,Jun,2009,Service-Providing,Transportation and Utilities,60.1
6/30/2009,Jun,2009,Service-Providing,Other Services,57.7
6/30/2009,Jun,2009,Service-Providing,Professional and Business Services,116.8
6/30/2009,Jun,2009,Service-Providing,Education and Health Services,211.5
6/30/2009,Jun,2009,Service-Providing,Information,30.3
6/30/2009,Jun,2009,Service-Providing,Financial Activities,102
6/30/2009,Jun,2009,Service-Providing,Wholesale Trade,66.7
6/30/2009,Jun,2009,Service-Providing,Leisure and Hospitality,132.9
6/30/2009,Jun,2009,Service-Providing,Retail Trade,176
7/31/2009,Jul,2009,Goods-Producing,Mining and Logging,2.2
7/31/2009,Jul,2009,Goods-Producing,Construction,64.1
7/31/2009,Jul,2009,Goods-Producing,Manufacturing,197.6
7/31/2009,Jul,2009,Government,Federal Government,18.4
7/31/2009,Jul,2009,Government,Local Government,168.8
7/31/2009,Jul,2009,Government,State Government,66.6
7/31/2009,Jul,2009,Service-Providing,Transportation and Utilities,60
7/31/2009,Jul,2009,Service-Providing,Other Services,57.7
7/31/2009,Jul,2009,Service-Providing,Professional and Business Services,115.9
7/31/2009,Jul,2009,Service-Providing,Education and Health Services,211.8
7/31/2009,Jul,2009,Service-Providing,Financial Activities,102
7/31/2009,Jul,2009,Service-Providing,Retail Trade,175.7
7/31/2009,Jul,2009,Service-Providing,Leisure and Hospitality,132.9
7/31/2009,Jul,2009,Service-Providing,Wholesale Trade,66.7
7/31/2009,Jul,2009,Service-Providing,Information,30.1
8/31/2009,Aug,2009,Goods-Producing,Manufacturing,199.1
8/31/2009,Aug,2009,Goods-Producing,Construction,63.6
8/31/2009,Aug,2009,Goods-Producing,Mining and Logging,2.3
8/31/2009,Aug,2009,Government,Federal Government,18.3
8/31/2009,Aug,2009,Government,Local Government,168.9
8/31/2009,Aug,2009,Government,State Government,66.4
8/31/2009,Aug,2009,Service-Providing,Wholesale Trade,66.4
8/31/2009,Aug,2009,Service-Providing,Transportation and Utilities,60.1
8/31/2009,Aug,2009,Service-Providing,Leisure and Hospitality,132.8
8/31/2009,Aug,2009,Service-Providing,Information,29.8
8/31/2009,Aug,2009,Service-Providing,Professional and Business Services,116.4
8/31/2009,Aug,2009,Service-Providing,Other Services,57.2
8/31/2009,Aug,2009,Service-Providing,Education and Health Services,212.5
8/31/2009,Aug,2009,Service-Providing,Retail Trade,175.9
8/31/2009,Aug,2009,Service-Providing,Financial Activities,101.9
9/30/2009,Sep,2009,Goods-Producing,Construction,63.4
9/30/2009,Sep,2009,Goods-Producing,Manufacturing,199
9/30/2009,Sep,2009,Goods-Producing,Mining and Logging,2.2
9/30/2009,Sep,2009,Government,Federal Government,18.3
9/30/2009,Sep,2009,Government,Local Government,170.6
9/30/2009,Sep,2009,Government,State Government,66.1
9/30/2009,Sep,2009,Service-Providing,Professional and Business Services,116.3
9/30/2009,Sep,2009,Service-Providing,Wholesale Trade,66.2
9/30/2009,Sep,2009,Service-Providing,Education and Health Services,213
9/30/2009,Sep,2009,Service-Providing,Transportation and Utilities,60
9/30/2009,Sep,2009,Service-Providing,Financial Activities,102
9/30/2009,Sep,2009,Service-Providing,Retail Trade,175
9/30/2009,Sep,2009,Service-Providing,Leisure and Hospitality,132.6
9/30/2009,Sep,2009,Service-Providing,Information,29.6
9/30/2009,Sep,2009,Service-Providing,Other Services,57.3
10/31/2009,Oct,2009,Goods-Producing,Mining and Logging,2.2
10/31/2009,Oct,2009,Goods-Producing,Manufacturing,198.1
10/31/2009,Oct,2009,Goods-Producing,Construction,62.8
10/31/2009,Oct,2009,Government,State Government,66
10/31/2009,Oct,2009,Government,Federal Government,18.2
10/31/2009,Oct,2009,Government,Local Government,170
10/31/2009,Oct,2009,Service-Providing,Wholesale Trade,66
10/31/2009,Oct,2009,Service-Providing,Information,29.5
10/31/2009,Oct,2009,Service-Providing,Other Services,57.1
10/31/2009,Oct,2009,Service-Providing,Leisure and Hospitality,132.3
10/31/2009,Oct,2009,Service-Providing,Education and Health Services,213.5
10/31/2009,Oct,2009,Service-Providing,Financial Activities,102
10/31/2009,Oct,2009,Service-Providing,Retail Trade,174
10/31/2009,Oct,2009,Service-Providing,Transportation and Utilities,59.7
10/31/2009,Oct,2009,Service-Providing,Professional and Business Services,116.6
11/30/2009,Nov,2009,Goods-Producing,Mining and Logging,2.2
11/30/2009,Nov,2009,Goods-Producing,Manufacturing,197.9
11/30/2009,Nov,2009,Goods-Producing,Construction,62.7
11/30/2009,Nov,2009,Government,Local Government,170.1
11/30/2009,Nov,2009,Government,State Government,65.9
11/30/2009,Nov,2009,Government,Federal Government,18.1
11/30/2009,Nov,2009,Service-Providing,Wholesale Trade,66.3
11/30/2009,Nov,2009,Service-Providing,Information,29.4
11/30/2009,Nov,2009,Service-Providing,Retail Trade,173.8
11/30/2009,Nov,2009,Service-Providing,Financial Activities,101.9
11/30/2009,Nov,2009,Service-Providing,Leisure and Hospitality,131.4
11/30/2009,Nov,2009,Service-Providing,Education and Health Services,213.6
11/30/2009,Nov,2009,Service-Providing,Professional and Business Services,117.3
11/30/2009,Nov,2009,Service-Providing,Transportation and Utilities,59.7
11/30/2009,Nov,2009,Service-Providing,Other Services,57
12/31/2009,Dec,2009,Goods-Producing,Manufacturing,197.9
12/31/2009,Dec,2009,Goods-Producing,Mining and Logging,2.2
12/31/2009,Dec,2009,Goods-Producing,Construction,61.5
12/31/2009,Dec,2009,Government,State Government,65.9
12/31/2009,Dec,2009,Government,Federal Government,18.2
12/31/2009,Dec,2009,Government,Local Government,169.1
12/31/2009,Dec,2009,Service-Providing,Transportation and Utilities,59.4
12/31/2009,Dec,2009,Service-Providing,Leisure and Hospitality,129.9
12/31/2009,Dec,2009,Service-Providing,Financial Activities,102
12/31/2009,Dec,2009,Service-Providing,Information,29.3
12/31/2009,Dec,2009,Service-Providing,Education and Health Services,213.9
12/31/2009,Dec,2009,Service-Providing,Wholesale Trade,66.5
12/31/2009,Dec,2009,Service-Providing,Other Services,57
12/31/2009,Dec,2009,Service-Providing,Retail Trade,172.2
12/31/2009,Dec,2009,Service-Providing,Professional and Business Services,117.8
1/31/2010,Jan,2010,Goods-Producing,Mining and Logging,2.1
1/31/2010,Jan,2010,Goods-Producing,Construction,61.7
1/31/2010,Jan,2010,Goods-Producing,Manufacturing,198.6
1/31/2010,Jan,2010,Government,State Government,65.5
1/31/2010,Jan,2010,Government,Local Government,168.2
1/31/2010,Jan,2010,Government,Federal Government,18.3
1/31/2010,Jan,2010,Service-Providing,Financial Activities,101.7
1/31/2010,Jan,2010,Service-Providing,Retail Trade,173.2
1/31/2010,Jan,2010,Service-Providing,Leisure and Hospitality,129.8
1/31/2010,Jan,2010,Service-Providing,Other Services,56.9
1/31/2010,Jan,2010,Service-Providing,Wholesale Trade,66.3
1/31/2010,Jan,2010,Service-Providing,Professional and Business Services,118.7
1/31/2010,Jan,2010,Service-Providing,Information,29.1
1/31/2010,Jan,2010,Service-Providing,Education and Health Services,213.9
1/31/2010,Jan,2010,Service-Providing,Transportation and Utilities,59.6
2/28/2010,Feb,2010,Goods-Producing,Mining and Logging,2.1
2/28/2010,Feb,2010,Goods-Producing,Construction,61.6
2/28/2010,Feb,2010,Goods-Producing,Manufacturing,198.9
2/28/2010,Feb,2010,Government,Federal Government,18.4
2/28/2010,Feb,2010,Government,State Government,65.4
2/28/2010,Feb,2010,Government,Local Government,169
2/28/2010,Feb,2010,Service-Providing,Other Services,57
2/28/2010,Feb,2010,Service-Providing,Information,29.2
2/28/2010,Feb,2010,Service-Providing,Professional and Business Services,119.4
2/28/2010,Feb,2010,Service-Providing,Transportation and Utilities,59.6
2/28/2010,Feb,2010,Service-Providing,Wholesale Trade,65.9
2/28/2010,Feb,2010,Service-Providing,Education and Health Services,213.6
2/28/2010,Feb,2010,Service-Providing,Retail Trade,173
2/28/2010,Feb,2010,Service-Providing,Leisure and Hospitality,129.8
2/28/2010,Feb,2010,Service-Providing,Financial Activities,101.5
3/31/2010,Mar,2010,Goods-Producing,Mining and Logging,2.1
3/31/2010,Mar,2010,Goods-Producing,Construction,61.2
3/31/2010,Mar,2010,Goods-Producing,Manufacturing,199.8
3/31/2010,Mar,2010,Government,State Government,65.2
3/31/2010,Mar,2010,Government,Local Government,169.6
3/31/2010,Mar,2010,Government,Federal Government,19.6
3/31/2010,Mar,2010,Service-Providing,Leisure and Hospitality,129.2
3/31/2010,Mar,2010,Service-Providing,Other Services,57.2
3/31/2010,Mar,2010,Service-Providing,Education and Health Services,214.1
3/31/2010,Mar,2010,Service-Providing,Transportation and Utilities,59.7
3/31/2010,Mar,2010,Service-Providing,Professional and Business Services,120.3
3/31/2010,Mar,2010,Service-Providing,Retail Trade,173.2
3/31/2010,Mar,2010,Service-Providing,Information,28.9
3/31/2010,Mar,2010,Service-Providing,Financial Activities,101.7
3/31/2010,Mar,2010,Service-Providing,Wholesale Trade,66
4/30/2010,Apr,2010,Goods-Producing,Mining and Logging,2.2
4/30/2010,Apr,2010,Goods-Producing,Construction,63.5
4/30/2010,Apr,2010,Goods-Producing,Manufacturing,200.6
4/30/2010,Apr,2010,Government,State Government,64.8
4/30/2010,Apr,2010,Government,Federal Government,19.1
4/30/2010,Apr,2010,Government,Local Government,169.9
4/30/2010,Apr,2010,Service-Providing,Education and Health Services,213.7
4/30/2010,Apr,2010,Service-Providing,Other Services,57.3
4/30/2010,Apr,2010,Service-Providing,Financial Activities,101.2
4/30/2010,Apr,2010,Service-Providing,Professional and Business Services,121.2
4/30/2010,Apr,2010,Service-Providing,Transportation and Utilities,60.1
4/30/2010,Apr,2010,Service-Providing,Leisure and Hospitality,129.6
4/30/2010,Apr,2010,Service-Providing,Wholesale Trade,66.6
4/30/2010,Apr,2010,Service-Providing,Retail Trade,173.2
4/30/2010,Apr,2010,Service-Providing,Information,28.9
5/31/2010,May,2010,Goods-Producing,Construction,62.4
5/31/2010,May,2010,Goods-Producing,Manufacturing,199.9
5/31/2010,May,2010,Goods-Producing,Mining and Logging,2.2
5/31/2010,May,2010,Government,State Government,65.1
5/31/2010,May,2010,Government,Local Government,169.5
5/31/2010,May,2010,Government,Federal Government,22.3
5/31/2010,May,2010,Service-Providing,Transportation and Utilities,60.1
5/31/2010,May,2010,Service-Providing,Wholesale Trade,66.1
5/31/2010,May,2010,Service-Providing,Other Services,57.1
5/31/2010,May,2010,Service-Providing,Information,28.8
5/31/2010,May,2010,Service-Providing,Professional and Business Services,121.5
5/31/2010,May,2010,Service-Providing,Leisure and Hospitality,130
5/31/2010,May,2010,Service-Providing,Retail Trade,173.2
5/31/2010,May,2010,Service-Providing,Education and Health Services,213.6
5/31/2010,May,2010,Service-Providing,Financial Activities,101.1
6/30/2010,Jun,2010,Goods-Producing,Mining and Logging,2.1
6/30/2010,Jun,2010,Goods-Producing,Construction,62.1
6/30/2010,Jun,2010,Goods-Producing,Manufacturing,199.7
6/30/2010,Jun,2010,Government,Federal Government,20.4
6/30/2010,Jun,2010,Government,Local Government,169.9
6/30/2010,Jun,2010,Government,State Government,64.9
6/30/2010,Jun,2010,Service-Providing,Information,28.6
6/30/2010,Jun,2010,Service-Providing,Other Services,56.9
6/30/2010,Jun,2010,Service-Providing,Professional and Business Services,121
6/30/2010,Jun,2010,Service-Providing,Wholesale Trade,65.9
6/30/2010,Jun,2010,Service-Providing,Financial Activities,101.1
6/30/2010,Jun,2010,Service-Providing,Leisure and Hospitality,129.7
6/30/2010,Jun,2010,Service-Providing,Transportation and Utilities,60.6
6/30/2010,Jun,2010,Service-Providing,Education and Health Services,213.7
6/30/2010,Jun,2010,Service-Providing,Retail Trade,173.3
7/31/2010,Jul,2010,Goods-Producing,Mining and Logging,2.1
7/31/2010,Jul,2010,Goods-Producing,Construction,61.4
7/31/2010,Jul,2010,Goods-Producing,Manufacturing,200.4
7/31/2010,Jul,2010,Government,State Government,63.1
7/31/2010,Jul,2010,Government,Local Government,169.8
7/31/2010,Jul,2010,Government,Federal Government,19.6
7/31/2010,Jul,2010,Service-Providing,Leisure and Hospitality,129.8
7/31/2010,Jul,2010,Service-Providing,Education and Health Services,213.6
7/31/2010,Jul,2010,Service-Providing,Retail Trade,173.1
7/31/2010,Jul,2010,Service-Providing,Transportation and Utilities,60.8
7/31/2010,Jul,2010,Service-Providing,Wholesale Trade,65.8
7/31/2010,Jul,2010,Service-Providing,Professional and Business Services,122.4
7/31/2010,Jul,2010,Service-Providing,Other Services,56.7
7/31/2010,Jul,2010,Service-Providing,Information,28.7
7/31/2010,Jul,2010,Service-Providing,Financial Activities,101
8/31/2010,Aug,2010,Goods-Producing,Mining and Logging,2.1
8/31/2010,Aug,2010,Goods-Producing,Construction,60.9
8/31/2010,Aug,2010,Goods-Producing,Manufacturing,201
8/31/2010,Aug,2010,Government,Local Government,168.4
8/31/2010,Aug,2010,Government,Federal Government,18.7
8/31/2010,Aug,2010,Government,State Government,63.8
8/31/2010,Aug,2010,Service-Providing,Financial Activities,100.9
8/31/2010,Aug,2010,Service-Providing,Education and Health Services,213.6
8/31/2010,Aug,2010,Service-Providing,Retail Trade,172.9
8/31/2010,Aug,2010,Service-Providing,Professional and Business Services,122.5
8/31/2010,Aug,2010,Service-Providing,Leisure and Hospitality,129.6
8/31/2010,Aug,2010,Service-Providing,Information,28.5
8/31/2010,Aug,2010,Service-Providing,Other Services,56.8
8/31/2010,Aug,2010,Service-Providing,Transportation and Utilities,61
8/31/2010,Aug,2010,Service-Providing,Wholesale Trade,65.8
9/30/2010,Sep,2010,Goods-Producing,Mining and Logging,2.1
9/30/2010,Sep,2010,Goods-Producing,Construction,60.7
9/30/2010,Sep,2010,Goods-Producing,Manufacturing,201.2
9/30/2010,Sep,2010,Government,State Government,64.3
9/30/2010,Sep,2010,Government,Federal Government,18.3
9/30/2010,Sep,2010,Government,Local Government,167.8
9/30/2010,Sep,2010,Service-Providing,Transportation and Utilities,61.1
9/30/2010,Sep,2010,Service-Providing,Financial Activities,100.7
9/30/2010,Sep,2010,Service-Providing,Wholesale Trade,66
9/30/2010,Sep,2010,Service-Providing,Other Services,56.7
9/30/2010,Sep,2010,Service-Providing,Education and Health Services,213.7
9/30/2010,Sep,2010,Service-Providing,Leisure and Hospitality,129.8
9/30/2010,Sep,2010,Service-Providing,Information,28
9/30/2010,Sep,2010,Service-Providing,Professional and Business Services,122
9/30/2010,Sep,2010,Service-Providing,Retail Trade,172.2
10/31/2010,Oct,2010,Goods-Producing,Construction,61.1
10/31/2010,Oct,2010,Goods-Producing,Mining and Logging,2.3
10/31/2010,Oct,2010,Goods-Producing,Manufacturing,201.7
10/31/2010,Oct,2010,Government,Federal Government,18.4
10/31/2010,Oct,2010,Government,Local Government,168.9
10/31/2010,Oct,2010,Government,State Government,64.9
10/31/2010,Oct,2010,Service-Providing,Transportation and Utilities,61.4
10/31/2010,Oct,2010,Service-Providing,Professional and Business Services,123.6
10/31/2010,Oct,2010,Service-Providing,Financial Activities,101.3
10/31/2010,Oct,2010,Service-Providing,Wholesale Trade,66.2
10/31/2010,Oct,2010,Service-Providing,Information,28.5
10/31/2010,Oct,2010,Service-Providing,Other Services,56.9
10/31/2010,Oct,2010,Service-Providing,Education and Health Services,214.8
10/31/2010,Oct,2010,Service-Providing,Leisure and Hospitality,130.3
10/31/2010,Oct,2010,Service-Providing,Retail Trade,172.7
11/30/2010,Nov,2010,Goods-Producing,Mining and Logging,2.2
11/30/2010,Nov,2010,Goods-Producing,Manufacturing,202.3
11/30/2010,Nov,2010,Goods-Producing,Construction,61.2
11/30/2010,Nov,2010,Government,Local Government,169.5
11/30/2010,Nov,2010,Government,State Government,65.3
11/30/2010,Nov,2010,Government,Federal Government,18.3
11/30/2010,Nov,2010,Service-Providing,Information,28.5
11/30/2010,Nov,2010,Service-Providing,Wholesale Trade,66.2
11/30/2010,Nov,2010,Service-Providing,Transportation and Utilities,61.5
11/30/2010,Nov,2010,Service-Providing,Other Services,56.9
11/30/2010,Nov,2010,Service-Providing,Leisure and Hospitality,130.3
11/30/2010,Nov,2010,Service-Providing,Retail Trade,172.2
11/30/2010,Nov,2010,Service-Providing,Education and Health Services,214.8
11/30/2010,Nov,2010,Service-Providing,Professional and Business Services,124
11/30/2010,Nov,2010,Service-Providing,Financial Activities,101.3
12/31/2010,Dec,2010,Goods-Producing,Construction,61.2
12/31/2010,Dec,2010,Goods-Producing,Manufacturing,202.6
12/31/2010,Dec,2010,Goods-Producing,Mining and Logging,2.2
12/31/2010,Dec,2010,Government,Local Government,169.2
12/31/2010,Dec,2010,Government,State Government,65.3
12/31/2010,Dec,2010,Government,Federal Government,18.3
12/31/2010,Dec,2010,Service-Providing,Financial Activities,101.3
12/31/2010,Dec,2010,Service-Providing,Education and Health Services,215.2
12/31/2010,Dec,2010,Service-Providing,Information,28.6
12/31/2010,Dec,2010,Service-Providing,Retail Trade,171.8
12/31/2010,Dec,2010,Service-Providing,Transportation and Utilities,61.8
12/31/2010,Dec,2010,Service-Providing,Professional and Business Services,124.5
12/31/2010,Dec,2010,Service-Providing,Leisure and Hospitality,130.6
12/31/2010,Dec,2010,Service-Providing,Wholesale Trade,66.2
12/31/2010,Dec,2010,Service-Providing,Other Services,56.8
1/31/2011,Jan,2011,Goods-Producing,Mining and Logging,2.2
1/31/2011,Jan,2011,Goods-Producing,Manufacturing,203.6
1/31/2011,Jan,2011,Goods-Producing,Construction,60.6
1/31/2011,Jan,2011,Government,Federal Government,18.2
1/31/2011,Jan,2011,Government,State Government,65.1
1/31/2011,Jan,2011,Government,Local Government,168.2
1/31/2011,Jan,2011,Service-Providing,Leisure and Hospitality,131.1
1/31/2011,Jan,2011,Service-Providing,Information,28.4
1/31/2011,Jan,2011,Service-Providing,Other Services,56.8
1/31/2011,Jan,2011,Service-Providing,Professional and Business Services,124.8
1/31/2011,Jan,2011,Service-Providing,Education and Health Services,215.3
1/31/2011,Jan,2011,Service-Providing,Wholesale Trade,66.3
1/31/2011,Jan,2011,Service-Providing,Retail Trade,172.8
1/31/2011,Jan,2011,Service-Providing,Financial Activities,101.2
1/31/2011,Jan,2011,Service-Providing,Transportation and Utilities,61
2/28/2011,Feb,2011,Goods-Producing,Construction,60.9
2/28/2011,Feb,2011,Goods-Producing,Manufacturing,204.4
2/28/2011,Feb,2011,Goods-Producing,Mining and Logging,2.2
2/28/2011,Feb,2011,Government,Local Government,169
2/28/2011,Feb,2011,Government,Federal Government,18.2
2/28/2011,Feb,2011,Government,State Government,65.3
2/28/2011,Feb,2011,Service-Providing,Retail Trade,173
2/28/2011,Feb,2011,Service-Providing,Professional and Business Services,124.4
2/28/2011,Feb,2011,Service-Providing,Financial Activities,101
2/28/2011,Feb,2011,Service-Providing,Information,28.3
2/28/2011,Feb,2011,Service-Providing,Other Services,56.7
2/28/2011,Feb,2011,Service-Providing,Education and Health Services,215.4
2/28/2011,Feb,2011,Service-Providing,Transportation and Utilities,61.5
2/28/2011,Feb,2011,Service-Providing,Wholesale Trade,66.3
2/28/2011,Feb,2011,Service-Providing,Leisure and Hospitality,130.2
3/31/2011,Mar,2011,Goods-Producing,Manufacturing,205.2
3/31/2011,Mar,2011,Goods-Producing,Mining and Logging,2.1
3/31/2011,Mar,2011,Goods-Producing,Construction,60.9
3/31/2011,Mar,2011,Government,Federal Government,18.2
3/31/2011,Mar,2011,Government,Local Government,169.5
3/31/2011,Mar,2011,Government,State Government,65.2
3/31/2011,Mar,2011,Service-Providing,Professional and Business Services,124.2
3/31/2011,Mar,2011,Service-Providing,Education and Health Services,215.6
3/31/2011,Mar,2011,Service-Providing,Retail Trade,173.4
3/31/2011,Mar,2011,Service-Providing,Transportation and Utilities,61.5
3/31/2011,Mar,2011,Service-Providing,Leisure and Hospitality,130.9
3/31/2011,Mar,2011,Service-Providing,Wholesale Trade,66.6
3/31/2011,Mar,2011,Service-Providing,Other Services,56.8
3/31/2011,Mar,2011,Service-Providing,Financial Activities,100.8
3/31/2011,Mar,2011,Service-Providing,Information,28.2
4/30/2011,Apr,2011,Goods-Producing,Mining and Logging,2.1
4/30/2011,Apr,2011,Goods-Producing,Construction,62
4/30/2011,Apr,2011,Goods-Producing,Manufacturing,205.1
4/30/2011,Apr,2011,Government,Federal Government,18.1
4/30/2011,Apr,2011,Government,Local Government,169.8
4/30/2011,Apr,2011,Government,State Government,65.5
4/30/2011,Apr,2011,Service-Providing,Leisure and Hospitality,131.3
4/30/2011,Apr,2011,Service-Providing,Retail Trade,174.1
4/30/2011,Apr,2011,Service-Providing,Professional and Business Services,124.6
4/30/2011,Apr,2011,Service-Providing,Financial Activities,100.8
4/30/2011,Apr,2011,Service-Providing,Transportation and Utilities,61.6
4/30/2011,Apr,2011,Service-Providing,Education and Health Services,217.8
4/30/2011,Apr,2011,Service-Providing,Other Services,56.5
4/30/2011,Apr,2011,Service-Providing,Wholesale Trade,66.4
4/30/2011,Apr,2011,Service-Providing,Information,28.2
5/31/2011,May,2011,Goods-Producing,Mining and Logging,2.2
5/31/2011,May,2011,Goods-Producing,Construction,62.2
5/31/2011,May,2011,Goods-Producing,Manufacturing,205.5
5/31/2011,May,2011,Government,Federal Government,18
5/31/2011,May,2011,Government,State Government,65.5
5/31/2011,May,2011,Government,Local Government,169.5
5/31/2011,May,2011,Service-Providing,Education and Health Services,217.1
5/31/2011,May,2011,Service-Providing,Leisure and Hospitality,131.5
5/31/2011,May,2011,Service-Providing,Professional and Business Services,124.5
5/31/2011,May,2011,Service-Providing,Other Services,56.5
5/31/2011,May,2011,Service-Providing,Wholesale Trade,66.7
5/31/2011,May,2011,Service-Providing,Financial Activities,100.6
5/31/2011,May,2011,Service-Providing,Retail Trade,174.3
5/31/2011,May,2011,Service-Providing,Transportation and Utilities,61.9
5/31/2011,May,2011,Service-Providing,Information,28
6/30/2011,Jun,2011,Goods-Producing,Construction,62.2
6/30/2011,Jun,2011,Goods-Producing,Manufacturing,205.8
6/30/2011,Jun,2011,Goods-Producing,Mining and Logging,2.2
6/30/2011,Jun,2011,Government,Local Government,169.7
6/30/2011,Jun,2011,Government,Federal Government,18.1
6/30/2011,Jun,2011,Government,State Government,65.2
6/30/2011,Jun,2011,Service-Providing,Financial Activities,100.2
6/30/2011,Jun,2011,Service-Providing,Wholesale Trade,66.8
6/30/2011,Jun,2011,Service-Providing,Transportation and Utilities,61.8
6/30/2011,Jun,2011,Service-Providing,Education and Health Services,216.7
6/30/2011,Jun,2011,Service-Providing,Information,27.8
6/30/2011,Jun,2011,Service-Providing,Leisure and Hospitality,131.8
6/30/2011,Jun,2011,Service-Providing,Professional and Business Services,123.6
6/30/2011,Jun,2011,Service-Providing,Retail Trade,174.3
6/30/2011,Jun,2011,Service-Providing,Other Services,56.3
7/31/2011,Jul,2011,Goods-Producing,Mining and Logging,2.2
7/31/2011,Jul,2011,Goods-Producing,Manufacturing,206.3
7/31/2011,Jul,2011,Goods-Producing,Construction,62.8
7/31/2011,Jul,2011,Government,Federal Government,18
7/31/2011,Jul,2011,Government,Local Government,171.9
7/31/2011,Jul,2011,Government,State Government,64.7
7/31/2011,Jul,2011,Service-Providing,Transportation and Utilities,61.7
7/31/2011,Jul,2011,Service-Providing,Information,28
7/31/2011,Jul,2011,Service-Providing,Professional and Business Services,125.5
7/31/2011,Jul,2011,Service-Providing,Education and Health Services,216.1
7/31/2011,Jul,2011,Service-Providing,Leisure and Hospitality,131.7
7/31/2011,Jul,2011,Service-Providing,Retail Trade,174.3
7/31/2011,Jul,2011,Service-Providing,Other Services,56.6
7/31/2011,Jul,2011,Service-Providing,Financial Activities,100.5
7/31/2011,Jul,2011,Service-Providing,Wholesale Trade,66.9
8/31/2011,Aug,2011,Goods-Producing,Manufacturing,206.4
8/31/2011,Aug,2011,Goods-Producing,Construction,63
8/31/2011,Aug,2011,Goods-Producing,Mining and Logging,2.2
8/31/2011,Aug,2011,Government,Local Government,170.5
8/31/2011,Aug,2011,Government,State Government,65.6
8/31/2011,Aug,2011,Government,Federal Government,17.9
8/31/2011,Aug,2011,Service-Providing,Other Services,56.9
8/31/2011,Aug,2011,Service-Providing,Wholesale Trade,67
8/31/2011,Aug,2011,Service-Providing,Education and Health Services,216.8
8/31/2011,Aug,2011,Service-Providing,Leisure and Hospitality,131.9
8/31/2011,Aug,2011,Service-Providing,Information,28
8/31/2011,Aug,2011,Service-Providing,Transportation and Utilities,61.8
8/31/2011,Aug,2011,Service-Providing,Retail Trade,174.5
8/31/2011,Aug,2011,Service-Providing,Professional and Business Services,126
8/31/2011,Aug,2011,Service-Providing,Financial Activities,100.7
9/30/2011,Sep,2011,Goods-Producing,Construction,63.3
9/30/2011,Sep,2011,Goods-Producing,Mining and Logging,2.2
9/30/2011,Sep,2011,Goods-Producing,Manufacturing,206.6
9/30/2011,Sep,2011,Government,State Government,65.8
9/30/2011,Sep,2011,Government,Local Government,169.4
9/30/2011,Sep,2011,Government,Federal Government,17.7
9/30/2011,Sep,2011,Service-Providing,Other Services,57
9/30/2011,Sep,2011,Service-Providing,Financial Activities,100.4
9/30/2011,Sep,2011,Service-Providing,Professional and Business Services,126.9
9/30/2011,Sep,2011,Service-Providing,Wholesale Trade,67.4
9/30/2011,Sep,2011,Service-Providing,Retail Trade,174.8
9/30/2011,Sep,2011,Service-Providing,Transportation and Utilities,61.9
9/30/2011,Sep,2011,Service-Providing,Education and Health Services,217.4
9/30/2011,Sep,2011,Service-Providing,Information,27.9
9/30/2011,Sep,2011,Service-Providing,Leisure and Hospitality,132.4
10/31/2011,Oct,2011,Goods-Producing,Mining and Logging,2.3
10/31/2011,Oct,2011,Goods-Producing,Manufacturing,206.2
10/31/2011,Oct,2011,Goods-Producing,Construction,63.4
10/31/2011,Oct,2011,Government,Federal Government,17.9
10/31/2011,Oct,2011,Government,State Government,65.4
10/31/2011,Oct,2011,Government,Local Government,169.1
10/31/2011,Oct,2011,Service-Providing,Leisure and Hospitality,132.3
10/31/2011,Oct,2011,Service-Providing,Transportation and Utilities,61.8
10/31/2011,Oct,2011,Service-Providing,Wholesale Trade,67.9
10/31/2011,Oct,2011,Service-Providing,Professional and Business Services,127.4
10/31/2011,Oct,2011,Service-Providing,Other Services,56.9
10/31/2011,Oct,2011,Service-Providing,Retail Trade,174.8
10/31/2011,Oct,2011,Service-Providing,Financial Activities,100.5
10/31/2011,Oct,2011,Service-Providing,Information,27.8
10/31/2011,Oct,2011,Service-Providing,Education and Health Services,219
11/30/2011,Nov,2011,Goods-Producing,Manufacturing,206.5
11/30/2011,Nov,2011,Goods-Producing,Construction,63.4
